img_name,mos,comments
j00zs3u6dr,5.428847789764404,Nice Image.
ytv70so3zb,5.382564067840576,Nice Image.
ia9890oozp,5.4304680824279785,Nice Image.
xsj81ypx4a,5.541728973388672,Nice Image.
f23994ghlh,5.360074520111084,Nice Image.
olzx3kqzij,5.400392055511475,Nice Image.
pzhsjj4uxo,5.450948238372803,Nice Image.
2mb38w9n83,5.370674133300781,Nice Image.
cz4tby7pfx,5.4668288230896,Nice Image.
8099bltbox,5.569263935089111,Nice Image.
4fxgmbki70,8.803448677062988,Nice Image.
398sev5zra,5.569965362548828,Nice Image.
397dr2njq3,5.387187957763672,Nice Image.
8l24x7ueri,18.50518798828125,Nice Image.
0payszbeft,5.457983493804932,Nice Image.
5706ozsu0u,5.369235038757324,Nice Image.
tvpgpvwu9y,5.436307430267334,Nice Image.
0dwf6bs8mo,5.3929619789123535,Nice Image.
lzqw1192vq,5.384959697723389,Nice Image.
1usse6jnw8,6.020304203033447,Nice Image.
3ys9jbc76z,5.402019023895264,Nice Image.
6xk1cs5xvk,5.5302605628967285,Nice Image.
6qahjxl52p,5.494922637939453,Nice Image.
0c1d6e5u9i,5.603686332702637,Nice Image.
854gp2f72r,5.954117298126221,Nice Image.
jtfsyzka9g,5.470383167266846,Nice Image.
ak7flz7ynt,5.4834794998168945,Nice Image.
1pjnu9u1ej,5.9951677322387695,Nice Image.
79ve5uith4,26.283416748046875,Nice Image.
5azfddo3d4,5.373856544494629,Nice Image.
nr4su3ty9j,5.380439281463623,Nice Image.
i5greo4ux6,5.439502716064453,Nice Image.
yfee52jxux,5.405742645263672,Nice Image.
bjua6xugqz,5.639437198638916,Nice Image.
plpnsfpf09,5.435981750488281,Nice Image.
k4gsnb1xa4,5.682323932647705,Nice Image.
6d4gsnukds,5.518528461456299,Nice Image.
grdtvyw6n6,5.433676242828369,Nice Image.
cy08d3z2wl,6.597591400146484,Nice Image.
rx0t0rifvk,5.472766876220703,Nice Image.
a1yrt4w3nf,5.3688554763793945,Nice Image.
n3o0h26ml5,5.421411514282227,Nice Image.
bys6pi3exn,5.369082927703857,Nice Image.
wq3h5st0re,5.4136505126953125,Nice Image.
9tw8hc454g,5.360867977142334,Nice Image.
b2z46qc09u,13.029993057250977,Nice Image.
sd2nq13rcs,6.062222957611084,Nice Image.
kq961c1f1r,5.374837875366211,Nice Image.
6isbnl5tdh,5.374496936798096,Nice Image.
t2act0fcb4,5.589044570922852,Nice Image.
awqndazx6z,5.5766401290893555,Nice Image.
9anuav2xm7,5.569993495941162,Nice Image.
8hr88qoklj,5.616722583770752,Nice Image.
3vlvyh3hrd,5.604008674621582,Nice Image.
h7shfbc0mn,5.391659736633301,Nice Image.
5bg9utxyyc,5.571094989776611,Nice Image.
76ua0edhrs,5.477315425872803,Nice Image.
4uy2zcnuih,5.3708696365356445,Nice Image.
c5t1epztmp,5.403013706207275,Nice Image.
8kpr5ztkcf,5.46560525894165,Nice Image.
73t0yxwwtp,5.469330310821533,Nice Image.
i48qriyhl3,5.363614559173584,Nice Image.
6p1vufbk8q,5.418506145477295,Nice Image.
gz4u8comt9,5.584015369415283,Nice Image.
b7r0ste60m,5.414663314819336,Nice Image.
qezf1ks1ku,5.391285419464111,Nice Image.
darbpjcjd2,5.4165520668029785,Nice Image.
nyecp5jvlt,5.636813640594482,Nice Image.
r7cywbnc03,5.529397487640381,Nice Image.
nzu64xel3v,5.4385552406311035,Nice Image.
zedakb2uuz,5.986839771270752,Nice Image.
skbezapkue,5.53549337387085,Nice Image.
kc90ulzlin,5.505331993103027,Nice Image.
veqqdoo50l,5.417024612426758,Nice Image.
b1bc58vw6o,6.937740802764893,Nice Image.
dqd4ga6cll,5.3769426345825195,Nice Image.
cd0nlkn40e,5.578261852264404,Nice Image.
5cylynv9yk,6.926000595092773,Nice Image.
bm1u93ng2t,5.519432067871094,Nice Image.
t0b1nsfofl,5.480515956878662,Nice Image.
dxxlp3xj5x,6.187283039093018,Nice Image.
ny98uwxbsx,5.408713340759277,Nice Image.
ox9xbno6i3,6.290616512298584,Nice Image.
88j7visozp,5.45583438873291,Nice Image.
ktg2yrq0e8,5.545677185058594,Nice Image.
9gnb4t5vk6,8.312737464904785,Nice Image.
tda3h6qm1e,5.579636096954346,Nice Image.
8ph2by2gp9,55.01097869873047,Nice Image.
2yu0w9z1u4,5.370295524597168,Nice Image.
399nxdxvjg,5.371495723724365,Nice Image.
at5ka9fq2t,5.4253106117248535,Nice Image.
90s063gisb,5.369854927062988,Nice Image.
1auz3gv47s,5.399543285369873,Nice Image.
6cripww5xu,5.405929088592529,Nice Image.
88v66x0m9j,5.468296051025391,Nice Image.
4qvmfs6lo4,5.402316570281982,Nice Image.
dk1avzcmul,5.5807576179504395,Nice Image.
fuliw54sbw,5.780466556549072,Nice Image.
q0xr1n25by,5.6728434562683105,Nice Image.
6bb83tgo94,5.386621952056885,Nice Image.
bppgq13wf8,5.612321376800537,Nice Image.
jvutb9v917,5.370752811431885,Nice Image.
u9ffwkilfg,5.549746513366699,Nice Image.
isycie10g3,5.370748996734619,Nice Image.
5q7dwg1wmr,5.4695210456848145,Nice Image.
iknjbzaguy,6.101165771484375,Nice Image.
5jmf4s0u65,5.375887393951416,Nice Image.
xqhn47sg4j,5.392426490783691,Nice Image.
ufgxednrpn,5.704248905181885,Nice Image.
gped2mm7er,6.04022216796875,Nice Image.
o8nsjymb27,5.444381237030029,Nice Image.
37oyd8ybf9,5.627621173858643,Nice Image.
trhxo13or5,5.375154972076416,Nice Image.
5hkav5iqbz,5.387411117553711,Nice Image.
tmwcsn8xtb,5.418168067932129,Nice Image.
4qe70qpxpi,5.384962558746338,Nice Image.
4gz6uj4ouh,5.5383100509643555,Nice Image.
bqavrw6xqo,5.373266220092773,Nice Image.
nfud8o7kfy,5.488530158996582,Nice Image.
wruhxy7tdf,5.379599571228027,Nice Image.
semt6roia9,5.372572898864746,Nice Image.
woast2vk2y,5.374728202819824,Nice Image.
7xx9e84vsd,5.396778106689453,Nice Image.
vefg431h7a,5.4334306716918945,Nice Image.
d59rmtpm63,6.05358362197876,Nice Image.
3q2wffdqpk,6.017609596252441,Nice Image.
cgg2rznh5v,5.495664596557617,Nice Image.
uee4pu7wre,5.520686626434326,Nice Image.
2248i5xf05,5.452359676361084,Nice Image.
1l29skd151,5.532042980194092,Nice Image.
w0avbcn814,6.203852653503418,Nice Image.
wuyklxsq1a,5.382335662841797,Nice Image.
yuz676nlp9,5.410577297210693,Nice Image.
bl7p2eimgk,5.4358062744140625,Nice Image.
ozqq2a3idg,5.403260231018066,Nice Image.
lsxx8wsmj7,5.42488956451416,Nice Image.
93flgwcghl,5.494113922119141,Nice Image.
ow1nyq7hja,5.462491035461426,Nice Image.
mnqhylulhs,5.384704113006592,Nice Image.
19k55293ns,5.590676307678223,Nice Image.
7w8w2xhl4w,5.615846157073975,Nice Image.
vp41htf5c8,5.558742523193359,Nice Image.
htwgpe6dqa,5.457054138183594,Nice Image.
xxncgoqubq,5.413281440734863,Nice Image.
w1t58cn455,5.432403564453125,Nice Image.
8eo4oawdt4,5.380650043487549,Nice Image.
41110jgazy,5.939891815185547,Nice Image.
brtn3gs4hu,5.423831462860107,Nice Image.
zs1s02iz3m,5.472795486450195,Nice Image.
vvikbwo842,5.533440589904785,Nice Image.
3ua8vkfczb,5.444825649261475,Nice Image.
21v38bgo4m,5.977611541748047,Nice Image.
a0yngzfeku,5.43840217590332,Nice Image.
yu0igwaqjz,36.37226867675781,Nice Image.
vvqizv9jt5,5.521142959594727,Nice Image.
zhyvbolxyt,5.568906784057617,Nice Image.
adhbbmlihq,5.607177734375,Nice Image.
ti7012b3jr,5.363590240478516,Nice Image.
r4luuxnsc3,5.35591459274292,Nice Image.
d3fdsgg3xi,5.376708507537842,Nice Image.
o8cgb74ly1,21.900331497192383,Nice Image.
yqzouwol3r,7.2739410400390625,Nice Image.
jscfielapp,5.415866851806641,Nice Image.
y4dc1w1ygu,7.933012962341309,Nice Image.
fykhukbeyz,5.381917953491211,Nice Image.
5euyamy2uf,5.406667232513428,Nice Image.
l3xe4h5agc,5.435449123382568,Nice Image.
ci5qrsbbjf,5.457022190093994,Nice Image.
q8jz40xcg9,5.6361565589904785,Nice Image.
9wei6l0opr,6.065676212310791,Nice Image.
x53t76lgxc,5.5821852684021,Nice Image.
eboln08yxu,5.3748626708984375,Nice Image.
rk3su3ad0p,5.807957172393799,Nice Image.
glm5xnl88l,5.519531726837158,Nice Image.
x0m70u9iuc,5.6153364181518555,Nice Image.
whyoja5x2i,5.63818359375,Nice Image.
vtrkn4fkgn,5.591771125793457,Nice Image.
c0ftwd8f67,5.496382713317871,Nice Image.
tghnfqjo8z,5.392848491668701,Nice Image.
jfwyk9scg5,8.308076858520508,Nice Image.
bxdrir7y6v,6.437635898590088,Nice Image.
3ndbmfb5cg,9.958382606506348,Nice Image.
8cu7qjfj01,10.46171760559082,Nice Image.
7q3c6fj6ie,5.560768127441406,Nice Image.
2dh4utxnti,11.515904426574707,Nice Image.
z3l6f32mq8,5.801123142242432,Nice Image.
l87ptehhm5,6.596269130706787,Nice Image.
k1irozztlq,5.662957191467285,Nice Image.
dbi3ijoovu,5.317542552947998,Nice Image.
tryecn1pf9,44.20492172241211,Nice Image.
cxnzec1te1,5.383047580718994,Nice Image.
uuu9nlblk5,10.093171119689941,Nice Image.
r4vynfjjrp,5.381158828735352,Nice Image.
4luha421ff,9.177946090698242,Nice Image.
sozye48xt2,7.404745578765869,Nice Image.
fe819o2nnj,5.407896518707275,Nice Image.
wvtrvqg7t3,5.612010955810547,Nice Image.
ls2huenrsh,7.5008978843688965,Nice Image.
g0kler7xli,6.44320011138916,Nice Image.
sv1so45v3y,5.544354438781738,Nice Image.
fg1x05kx7f,5.566174507141113,Nice Image.
unkmhz35kp,5.402164459228516,Nice Image.
ppwlvtqzqi,5.367833137512207,Nice Image.
0rty1ywzcn,5.4780988693237305,Nice Image.
h6lv7q95gq,7.9442901611328125,Nice Image.
de0bjngwbl,5.556079864501953,Nice Image.
6l0zjhzld2,5.377566814422607,Nice Image.
u6a2u520mc,5.786520957946777,Nice Image.
wbo8wonqm7,5.587316989898682,Nice Image.
o4mrjuewsj,5.595516204833984,Nice Image.
rrk4r1nv1e,5.468238353729248,Nice Image.
p7fktymuzj,5.426024436950684,Nice Image.
lrdatdgwr8,5.373643398284912,Nice Image.
9otz6zhotd,32.82425308227539,Nice Image.
yq7lecstha,11.742790222167969,Nice Image.
3h5k36cf19,19.36054039001465,Nice Image.
y02hhc7924,5.419741630554199,Nice Image.
ybroaxpmpr,5.813527584075928,Nice Image.
